Data read from file:/home/alejandro/CMAQv5.5/data/POST/COMBINE_ACONC_v55_intel_CR2_BASEv01_202409.nc (layer  1)

   Note: Times have been converted to local standard


siteid,column,row,longitude,latitude,date,Time,O3_UGM3,NO_UGM3,NO2_UGM3,NH3_UGM3,CO,SO2_UGM3,TOL_UGM3,PM10,PM25_TOT,N10,N20,N40,N100
,,,degrees,degrees,YYYY-MM-DD,hh:mm:ss,ug m-3,ug m-3,ug m-3,ug m-3,ppbV,ug m-3,ug m-3,ug m-3,ug m-3,cm-3,cm-3,cm-3,cm-3
275,10,56,-47.11928,-22.94673,2024-09-05,10:00:00,51.6558,6.33107,14.3778,2.09573,227.085,0.482450,2.43501,15.9574,6.82799,3612.37,2970.28,1513.08,464.371
275,10,56,-47.11928,-22.94673,2024-09-05,11:00:00,56.2792,3.91861,9.26163,1.20980,175.964,0.336255,1.56516,14.0964,5.45854,2486.06,2010.44,1027.19,346.646
275,10,56,-47.11928,-22.94673,2024-09-05,12:00:00,58.5161,2.79717,6.78184,0.975115,151.536,0.218284,1.16192,12.7794,4.49231,1841.57,1485.18,775.011,268.321
275,10,56,-47.11928,-22.94673,2024-09-05,13:00:00,55.0528,2.34722,5.54349,0.815546,136.240,0.174113,0.966547,11.7813,3.82370,1533.47,1228.80,641.486,228.037
275,10,56,-47.11928,-22.94673,2024-09-05,14:00:00,55.2222,2.14453,5.61886,0.838481,134.701,0.173548,0.934688,11.6437,3.80899,1522.57,1214.39,629.007,224.721
275,10,56,-47.11928,-22.94673,2024-09-05,15:00:00,56.0329,2.41332,8.23210,1.21795,155.996,0.215127,1.24437,11.8923,4.28071,1877.23,1504.71,763.143,258.471
275,10,56,-47.11928,-22.94673,2024-09-05,16:00:00,70.7510,3.78997,29.3980,2.79318,339.059,0.539749,3.70532,11.5784,7.54446,4090.31,2991.20,1497.60,478.132
275,10,56,-47.11928,-22.94673,2024-09-05,17:00:00,41.8166,2.90536,50.3138,4.18871,432.317,0.817211,5.45218,9.81437,7.85460,5148.59,3578.62,1796.62,601.323
275,10,56,-47.11928,-22.94673,2024-09-05,18:00:00,15.9478,2.35384,52.5862,4.54197,392.488,0.837592,5.29104,7.28142,5.92990,5419.26,3874.43,1822.67,546.140
275,10,56,-47.11928,-22.94673,2024-09-05,19:00:00,12.2800,2.34115,41.5925,3.71397,303.298,0.679523,3.99915,5.00136,3.90694,4512.35,3484.87,1568.80,385.133
275,10,56,-47.11928,-22.94673,2024-09-05,20:00:00,20.5730,1.25511,29.5132,2.73550,224.393,0.430676,2.64441,3.30402,2.56206,3212.93,2635.68,1204.27,271.384
275,10,56,-47.11928,-22.94673,2024-09-05,21:00:00,26.6920,0.874714,22.8935,2.33062,184.602,0.341660,1.94161,2.31125,1.83532,2487.36,2063.78,926.411,206.492
275,10,56,-47.11928,-22.94673,2024-09-05,22:00:00,29.8538,0.892469,20.2220,2.14169,171.000,0.316800,1.69672,1.99174,1.55684,2202.59,1794.33,764.152,172.512
275,10,56,-47.11928,-22.94673,2024-09-05,23:00:00,30.5224,1.19792,20.6029,2.07895,179.055,0.313337,1.83691,1.97758,1.56597,2271.87,1855.06,796.285,171.161
275,10,56,-47.11928,-22.94673,2024-09-06,00:00:00,23.2336,2.64218,28.7703,2.37135,238.162,0.358754,2.91445,2.75022,2.26205,3241.47,2619.83,1109.73,239.701
275,10,56,-47.11928,-22.94673,2024-09-06,01:00:00,10.3931,7.69279,43.2691,3.04506,360.054,0.435001,5.15188,4.51334,3.82540,5389.61,4339.82,1788.13,405.668
275,10,56,-47.11928,-22.94673,2024-09-06,02:00:00,2.03620,18.6828,53.9184,3.77121,512.338,0.492635,7.93617,6.53003,5.60503,8178.07,6941.91,2938.30,616.670
275,10,56,-47.11928,-22.94673,2024-09-06,03:00:00,0.236227,31.4041,58.5056,4.37207,650.129,0.589098,10.4593,7.84066,6.72707,10614.0,8948.88,3560.72,739.652
275,10,56,-47.11928,-22.94673,2024-09-06,04:00:00,0.557858E-01,38.9075,60.2229,4.84046,729.864,0.708895,11.9244,8.25229,7.01441,11948.2,10093.4,3893.84,770.802
275,10,56,-47.11928,-22.94673,2024-09-06,05:00:00,0.125849,36.5976,60.1521,4.83109,712.097,0.711748,11.6303,7.50737,6.31129,11570.3,9756.86,3714.51,711.982
275,10,56,-47.11928,-22.94673,2024-09-06,06:00:00,1.56514,34.8909,56.0505,4.83467,661.845,0.758486,10.7424,7.45258,6.27225,11272.0,9587.13,3619.91,716.423
